LAT,LON,SSID,TYPE
40.773006,-73.958069,LinkNYC Free Wi-Fi,Free
40.776066,-73.983627,LinkNYC Free Wi-Fi,Free
40.766642,-73.983101,LinkNYC Free Wi-Fi,Free
40.766947,-73.98315,LinkNYC Free Wi-Fi,Free
40.754138,-73.992341,LinkNYC Free Wi-Fi,Free
40.75343,-73.992731,LinkNYC Free Wi-Fi,Free
40.747381,-73.997136,LinkNYC Free Wi-Fi,Free
40.749122,-73.995553,LinkNYC Free Wi-Fi,Free
40.767363,-73.982576,LinkNYC Free Wi-Fi,Free
40.749828,-73.995525,LinkNYC Free Wi-Fi,Free
40.75023,-73.995059,LinkNYC Free Wi-Fi,Free
40.752709,-73.992756,LinkNYC Free Wi-Fi,Free
40.752949,-73.992762,LinkNYC Free Wi-Fi,Free
40.802,-73.949222,LinkNYC Free Wi-Fi,Free
40.8216,-73.94271,LinkNYC Free Wi-Fi,Free
40.807779,-73.945253,LinkNYC Free Wi-Fi,Free
40.717664,-73.836262,LinkNYC Free Wi-Fi,Free
40.74597,-73.994038,LinkNYC Free Wi-Fi,Free
40.74862,-73.9925,LinkNYC Free Wi-Fi,Free
40.736387,-73.994742,LinkNYC Free Wi-Fi,Free
40.719215,-73.98985,LinkNYC Free Wi-Fi,Free
40.718602,-73.838184,LinkNYC Free Wi-Fi,Free
40.715758,-73.833513,LinkNYC Free Wi-Fi,Free
40.719293,-73.839741,LinkNYC Free Wi-Fi,Free
40.71317,-73.829803,LinkNYC Free Wi-Fi,Free
40.745126,-73.984639,LinkNYC Free Wi-Fi,Free
40.739528,-73.982489,LinkNYC Free Wi-Fi,Free
40.749339,-73.975188,LinkNYC Free Wi-Fi,Free
40.760651,-73.967084,LinkNYC Free Wi-Fi,Free
40.761086,-73.967078,LinkNYC Free Wi-Fi,Free
40.763057,-73.985826,LinkNYC Free Wi-Fi,Free
40.749537,-73.995245,LinkNYC Free Wi-Fi,Free
40.760625,-73.968675,LinkNYC Free Wi-Fi,Free
40.744742,-73.985367,LinkNYC Free Wi-Fi,Free
40.747118,-73.985242,LinkNYC Free Wi-Fi,Free
40.820797,-73.943287,LinkNYC Free Wi-Fi,Free
40.809269,-73.951709,LinkNYC Free Wi-Fi,Free
40.730271,-74.006626,LinkNYC Free Wi-Fi,Free
40.81795,-73.915323,LinkNYC Free Wi-Fi,Free
40.810075,-73.95125,LinkNYC Free Wi-Fi,Free
40.778484,-73.953205,LinkNYC Free Wi-Fi,Free
40.808988,-73.95213,LinkNYC Free Wi-Fi,Free
40.81487,-73.947892,LinkNYC Free Wi-Fi,Free
40.811968,-73.945903,LinkNYC Free Wi-Fi,Free
40.80944,-73.951847,LinkNYC Free Wi-Fi,Free
40.75049,-73.991134,LinkNYC Free Wi-Fi,Free
40.853764,-73.907899,LinkNYC Free Wi-Fi,Free
40.854352,-73.910235,LinkNYC Free Wi-Fi,Free
40.812661,-73.949502,LinkNYC Free Wi-Fi,Free
40.807325,-73.95281,LinkNYC Free Wi-Fi,Free
40.800438,-73.946465,LinkNYC Free Wi-Fi,Free
40.764243,-73.971206,LinkNYC Free Wi-Fi,Free
40.762486,-73.974719,LinkNYC Free Wi-Fi,Free
40.819568,-73.913388,LinkNYC Free Wi-Fi,Free
40.754846,-73.986363,LinkNYC Free Wi-Fi,Free
40.754494,-73.986941,LinkNYC Free Wi-Fi,Free
40.867627,-73.89873,LinkNYC Free Wi-Fi,Free
40.720483,-73.989033,LinkNYC Free Wi-Fi,Free
40.767364,-73.968865,LinkNYC Free Wi-Fi,Free
40.77497,-73.981079,LinkNYC Free Wi-Fi,Free
40.731834,-73.983691,LinkNYC Free Wi-Fi,Free
40.86063,-73.902369,LinkNYC Free Wi-Fi,Free
40.862314,-73.900316,LinkNYC Free Wi-Fi,Free
40.867828,-73.899576,LinkNYC Free Wi-Fi,Free
40.857756,-73.901091,LinkNYC Free Wi-Fi,Free
40.749663,-73.988006,LinkNYC Free Wi-Fi,Free
40.839445,-73.915848,LinkNYC Free Wi-Fi,Free
40.867362,-73.897624,LinkNYC Free Wi-Fi,Free
40.819886,-73.926847,LinkNYC Free Wi-Fi,Free
40.859153,-73.898553,LinkNYC Free Wi-Fi,Free
40.834189,-73.945451,LinkNYC Free Wi-Fi,Free
40.745986,-73.984492,LinkNYC Free Wi-Fi,Free
40.853881,-73.908662,LinkNYC Free Wi-Fi,Free
40.831467,-73.921747,LinkNYC Free Wi-Fi,Free
40.853042,-73.905553,LinkNYC Free Wi-Fi,Free
40.853157,-73.905403,LinkNYC Free Wi-Fi,Free
40.818942,-73.92837,LinkNYC Free Wi-Fi,Free
40.746624,-73.988399,LinkNYC Free Wi-Fi,Free
40.766175,-73.98199,LinkNYC Free Wi-Fi,Free
40.765828,-73.983364,LinkNYC Free Wi-Fi,Free
40.827828,-73.924842,LinkNYC Free Wi-Fi,Free
40.827355,-73.925223,LinkNYC Free Wi-Fi,Free
40.827549,-73.925904,LinkNYC Free Wi-Fi,Free
40.818897,-73.944659,LinkNYC Free Wi-Fi,Free
40.829657,-73.948426,LinkNYC Free Wi-Fi,Free
40.743381,-73.985963,LinkNYC Free Wi-Fi,Free
40.835586,-73.939589,LinkNYC Free Wi-Fi,Free
40.816698,-73.916511,LinkNYC Free Wi-Fi,Free
40.80007,-73.946762,LinkNYC Free Wi-Fi,Free
40.716649,-73.997648,LinkNYC Free Wi-Fi,Free
40.778415,-73.953046,LinkNYC Free Wi-Fi,Free
40.716869,-73.997578,LinkNYC Free Wi-Fi,Free
40.730232,-73.989263,LinkNYC Free Wi-Fi,Free
40.804279,-73.952533,Harlem Wi-Fi,Free
40.796554,-73.947474,Harlem Wi-Fi,Free
40.810601,-73.950577,Harlem Wi-Fi,Free
40.797893,-73.946259,Harlem Wi-Fi,Free
40.804169,-73.952133,Harlem Wi-Fi,Free
40.806858,-73.949726,Harlem Wi-Fi,Free
40.801137,-73.953778,Harlem Wi-Fi,Free
40.806016,-73.9524,Harlem Wi-Fi,Free
40.805429,-73.942537,Harlem Wi-Fi,Free
40.800479,-73.944696,Harlem Wi-Fi,Free
40.798728,-73.945598,Harlem Wi-Fi,Free
40.797893,-73.948786,Harlem Wi-Fi,Free
40.801527,-73.952822,Harlem Wi-Fi,Free
40.805393,-73.953661,Harlem Wi-Fi,Free
40.802337,-73.956706,Harlem Wi-Fi,Free
40.810975,-73.947029,Harlem Wi-Fi,Free
40.809398,-73.939561,Harlem Wi-Fi,Free
40.808843,-73.950495,Harlem Wi-Fi,Free
40.805302,-73.953054,Harlem Wi-Fi,Free
40.805584,-73.950536,Harlem Wi-Fi,Free
40.81277,-73.93765,Harlem Wi-Fi,Free
40.80623,-73.953922,Harlem Wi-Fi,Free
40.805791,-73.954438,Harlem Wi-Fi,Free
40.804269,-73.955388,Harlem Wi-Fi,Free
40.801294,-73.957722,Harlem Wi-Fi,Free
40.803087,-73.942356,Harlem Wi-Fi,Free
40.804242,-73.94178,Harlem Wi-Fi,Free
40.804958,-73.941374,Harlem Wi-Fi,Free
40.805624,-73.942812,Harlem Wi-Fi,Free
40.806569,-73.944977,Harlem Wi-Fi,Free
40.809576,-73.951689,Harlem Wi-Fi,Free
40.807263,-73.946637,Harlem Wi-Fi,Free
40.805228,-73.947675,Harlem Wi-Fi,Free
40.805058,-73.947815,Harlem Wi-Fi,Free
40.812598,-73.946296,Harlem Wi-Fi,Free
40.797467,-73.950717,Harlem Wi-Fi,Free
40.810014,-73.937553,Harlem Wi-Fi,Free
40.795988,-73.947426,Harlem Wi-Fi,Free
40.808227,-73.952457,Harlem Wi-Fi,Free
40.807543,-73.952793,Harlem Wi-Fi,Free
40.811042,-73.941404,Harlem Wi-Fi,Free
40.798959,-73.952396,Harlem Wi-Fi,Free
40.805097,-73.947042,Harlem Wi-Fi,Free
40.80409,-73.948564,Harlem Wi-Fi,Free
40.809888,-73.939012,Harlem Wi-Fi,Free
40.808338,-73.948989,Harlem Wi-Fi,Free
40.814105,-73.940443,Harlem Wi-Fi,Free
40.815132,-73.939685,Harlem Wi-Fi,Free
40.814563,-73.94003,Harlem Wi-Fi,Free
40.799703,-73.950994,Harlem Wi-Fi,Free
40.812186,-73.947955,Harlem Wi-Fi,Free
40.799435,-73.950994,Harlem Wi-Fi,Free
40.803786,-73.946159,Harlem Wi-Fi,Free
40.801846,-73.945137,Harlem Wi-Fi,Free
40.805974,-73.941244,Harlem Wi-Fi,Free
40.805971,-73.940566,Harlem Wi-Fi,Free
40.815347,-73.947576,Harlem Wi-Fi,Free
40.811568,-73.946537,Harlem Wi-Fi,Free
40.812871,-73.949346,Harlem Wi-Fi,Free
40.806297,-73.943912,Harlem Wi-Fi,Free
40.811684,-73.950042,Harlem Wi-Fi,Free
40.815936,-73.942971,Harlem Wi-Fi,Free
40.812181,-73.937834,Harlem Wi-Fi,Free
40.80349,-73.956094,Harlem Wi-Fi,Free
40.806086,-73.949224,Harlem Wi-Fi,Free
40.806412,-73.952662,Harlem Wi-Fi,Free
40.810178,-73.948924,Harlem Wi-Fi,Free
40.814952,-73.938941,Harlem Wi-Fi,Free
40.811236,-73.936507,Harlem Wi-Fi,Free
40.813713,-73.941262,Harlem Wi-Fi,Free
40.809357,-73.944461,Harlem Wi-Fi,Free
40.813646,-73.940053,Harlem Wi-Fi,Free
40.813434,-73.939112,Harlem Wi-Fi,Free
40.811138,-73.942846,Harlem Wi-Fi,Free
40.809672,-73.944004,Harlem Wi-Fi,Free
40.812491,-73.942248,Harlem Wi-Fi,Free
40.812944,-73.941693,Harlem Wi-Fi,Free
40.815705,-73.939519,Harlem Wi-Fi,Free
40.801951,-73.953554,Harlem Wi-Fi,Free
40.800652,-73.954616,Harlem Wi-Fi,Free
40.811266,-73.950126,Harlem Wi-Fi,Free
40.800546,-73.952427,Harlem Wi-Fi,Free
40.803511,-73.952942,Harlem Wi-Fi,Free
40.798102,-73.950349,Harlem Wi-Fi,Free
40.799928,-73.954549,Harlem Wi-Fi,Free
40.801053,-73.950042,Harlem Wi-Fi,Free
40.796528,-73.948492,Harlem Wi-Fi,Free
40.799151,-73.947499,Harlem Wi-Fi,Free
40.800592,-73.946685,Harlem Wi-Fi,Free
40.80135,-73.945756,Harlem Wi-Fi,Free
40.802684,-73.945158,Harlem Wi-Fi,Free
40.798806,-73.949975,Harlem Wi-Fi,Free
40.802617,-73.943026,Harlem Wi-Fi,Free
40.801832,-73.943462,Harlem Wi-Fi,Free
40.801112,-73.943796,Harlem Wi-Fi,Free
40.797335,-73.946924,Harlem Wi-Fi,Free
40.799721,-73.944932,Harlem Wi-Fi,Free
40.815803,-73.940812,Harlem Wi-Fi,Free
40.802298,-73.952405,Harlem Wi-Fi,Free
40.816677,-73.946392,Harlem Wi-Fi,Free
40.812418,-73.944689,Harlem Wi-Fi,Free
40.81026,-73.93951,Harlem Wi-Fi,Free
40.806413,-73.940149,Harlem Wi-Fi,Free
40.807092,-73.939714,Harlem Wi-Fi,Free
40.814205,-73.936726,Harlem Wi-Fi,Free
40.815114,-73.941112,Harlem Wi-Fi,Free
40.808297,-73.93889,Harlem Wi-Fi,Free
40.808224,-73.940778,Harlem Wi-Fi,Free
40.810532,-73.943671,Harlem Wi-Fi,Free
40.809617,-73.942117,Harlem Wi-Fi,Free
40.811198,-73.943866,Harlem Wi-Fi,Free
40.812037,-73.946231,Harlem Wi-Fi,Free
40.813366,-73.948843,Harlem Wi-Fi,Free
40.812628,-73.945444,Harlem Wi-Fi,Free
40.807594,-73.939065,Harlem Wi-Fi,Free
40.811841,-73.942725,Harlem Wi-Fi,Free
40.816089,-73.946688,Harlem Wi-Fi,Free
40.811575,-73.938453,Harlem Wi-Fi,Free
40.813502,-73.937185,Harlem Wi-Fi,Free
40.809559,-73.943417,Harlem Wi-Fi,Free
40.815693,-73.947008,Harlem Wi-Fi,Free
40.81393,-73.944955,Harlem Wi-Fi,Free
40.812002,-73.936231,Harlem Wi-Fi,Free
40.810795,-73.938925,Harlem Wi-Fi,Free
40.813986,-73.948359,Harlem Wi-Fi,Free
40.813122,-73.944376,Harlem Wi-Fi,Free
40.814125,-73.946993,Harlem Wi-Fi,Free
40.811835,-73.94135,Harlem Wi-Fi,Free
40.674013,-73.934698,GuestWiFi,Limited Free
40.886622,-73.83497,GuestWiFi,Limited Free
40.86473,-73.899037,GuestWiFi,Limited Free
40.86473,-73.899037,GuestWiFi,Limited Free
40.86473,-73.899037,GuestWiFi,Limited Free
40.673801,-73.935166,GuestWiFi,Limited Free
40.67404,-73.935053,GuestWiFi,Limited Free
40.67343,-73.93463,GuestWiFi,Limited Free
40.673866,-73.934717,GuestWiFi,Limited Free
40.885284,-73.838521,GuestWiFi,Limited Free
40.673781,-73.935109,GuestWiFi,Limited Free
40.673755,-73.935014,GuestWiFi,Limited Free
40.673752,-73.934892,GuestWiFi,Limited Free
40.673805,-73.934785,GuestWiFi,Limited Free
40.685043,-73.918933,GuestWiFi,Limited Free
40.888783,-73.840133,GuestWiFi,Limited Free
40.887637,-73.835951,GuestWiFi,Limited Free
40.685032,-73.91907,GuestWiFi,Limited Free
40.673695,-73.934935,GuestWiFi,Limited Free
40.84459,-73.8598,GuestWiFi,Limited Free
40.84459,-73.8598,GuestWiFi,Limited Free
40.657001,-73.963697,GuestWiFi,Limited Free
40.657001,-73.963697,GuestWiFi,Limited Free
40.657001,-73.963697,GuestWiFi,Limited Free
40.657001,-73.963697,GuestWiFi,Limited Free
40.657452,-73.963991,GuestWiFi,Limited Free
40.657452,-73.963991,GuestWiFi,Limited Free
40.657452,-73.963991,GuestWiFi,Limited Free
40.661197,-73.965252,GuestWiFi,Limited Free
40.660842,-73.965121,GuestWiFi,Limited Free
40.673727,-73.934867,GuestWiFi,Limited Free
40.6507,-73.965843,GuestWiFi,Limited Free
40.811544,-73.914138,GuestWiFi,Limited Free
40.68462,-73.78589,GuestWiFi,Limited Free
40.66978,-73.78896,GuestWiFi,Limited Free
40.6714,-73.78861,GuestWiFi,Limited Free
40.67454,-73.78955,GuestWiFi,Limited Free
40.67506,-73.78744,GuestWiFi,Limited Free
40.67486,-73.78412,GuestWiFi,Limited Free
40.67609,-73.78254,GuestWiFi,Limited Free
40.67318,-73.78517,GuestWiFi,Limited Free
40.67268,-73.78678,GuestWiFi,Limited Free
40.68079,-73.78468,GuestWiFi,Limited Free
40.67934,-73.78444,GuestWiFi,Limited Free
40.67662,-73.78695,GuestWiFi,Limited Free
40.67814,-73.78711,GuestWiFi,Limited Free
40.68495,-73.78722,GuestWiFi,Limited Free
40.68301,-73.78482,GuestWiFi,Limited Free
40.811544,-73.914138,GuestWiFi,Limited Free
40.67963,-73.78745,GuestWiFi,Limited Free
40.68053,-73.78747,GuestWiFi,Limited Free
40.68161,-73.78825,GuestWiFi,Limited Free
40.6676,-73.78942,GuestWiFi,Limited Free
40.678334,-73.783477,GuestWiFi,Limited Free
40.57564,-73.98567,GuestWiFi,Limited Free
40.57585,-73.9835,GuestWiFi,Limited Free
40.576111,-73.984734,GuestWiFi,Limited Free
40.811544,-73.914138,GuestWiFi,Limited Free
40.811544,-73.914138,GuestWiFi,Limited Free
40.811544,-73.914138,GuestWiFi,Limited Free
40.811544,-73.914138,GuestWiFi,Limited Free
40.811544,-73.914138,GuestWiFi,Limited Free
40.660469,-73.965168,GuestWiFi,Limited Free
40.771229,-73.80905,GuestWiFi,Limited Free
40.650738,-73.968429,GuestWiFi,Limited Free
40.824131,-73.942464,GuestWiFi,Limited Free
40.592023,-74.138056,GuestWiFi,Limited Free
40.591847,-74.139153,GuestWiFi,Limited Free
40.59203,-74.13812,GuestWiFi,Limited Free
40.71996,-73.981478,GuestWiFi,Limited Free
40.720102,-73.981299,GuestWiFi,Limited Free
40.719789,-73.981466,GuestWiFi,Limited Free
40.720005,-73.981438,GuestWiFi,Limited Free
40.812681,-73.939357,GuestWiFi,Limited Free
40.812681,-73.939357,GuestWiFi,Limited Free
40.812681,-73.939357,GuestWiFi,Limited Free
40.812681,-73.939357,GuestWiFi,Limited Free
40.812681,-73.939357,GuestWiFi,Limited Free
40.812681,-73.939357,GuestWiFi,Limited Free
40.812681,-73.939357,GuestWiFi,Limited Free
40.812681,-73.939357,GuestWiFi,Limited Free
40.733142,-73.870981,GuestWiFi,Limited Free
40.733186,-73.871128,GuestWiFi,Limited Free
40.742094,-73.961265,GuestWiFi,Limited Free
40.741994,-73.961256,GuestWiFi,Limited Free
40.846889,-73.941333,GuestWiFi,Limited Free
40.846472,-73.941722,GuestWiFi,Limited Free
40.8462,-73.941347,GuestWiFi,Limited Free
40.846444,-73.939981,GuestWiFi,Limited Free
40.846686,-73.940883,GuestWiFi,Limited Free
40.846562,-73.94086,GuestWiFi,Limited Free
40.846383,-73.940706,GuestWiFi,Limited Free
40.824778,-73.942178,GuestWiFi,Limited Free
40.824131,-73.942464,GuestWiFi,Limited Free
40.824131,-73.942464,GuestWiFi,Limited Free
40.591904,-74.138573,GuestWiFi,Limited Free
40.59205,-74.139087,GuestWiFi,Limited Free
40.771442,-73.988109,GuestWiFi,Limited Free
40.730544,-73.776718,GuestWiFi,Limited Free
40.57696,-73.94359,GuestWiFi,Limited Free
40.57696,-73.94359,GuestWiFi,Limited Free
40.57687,-73.94459,GuestWiFi,Limited Free
40.70254,-73.923816,GuestWiFi,Limited Free
40.703041,-73.923628,GuestWiFi,Limited Free
40.618237,-74.107213,GuestWiFi,Limited Free
40.618237,-74.107213,GuestWiFi,Limited Free
40.618237,-74.107213,GuestWiFi,Limited Free
40.677193,-74.008723,GuestWiFi,Limited Free
40.677193,-74.008723,GuestWiFi,Limited Free
40.677193,-74.008723,GuestWiFi,Limited Free
40.677193,-74.008723,GuestWiFi,Limited Free
40.73121,-73.774084,GuestWiFi,Limited Free
40.730124,-73.773857,GuestWiFi,Limited Free
40.771442,-73.988109,GuestWiFi,Limited Free
40.730124,-73.773857,GuestWiFi,Limited Free
40.726811,-73.775861,GuestWiFi,Limited Free
40.729869,-73.773841,GuestWiFi,Limited Free
40.730423,-73.777129,GuestWiFi,Limited Free
40.772005,-73.982384,GuestWiFi,Limited Free
40.61299,-74.012924,GuestWiFi,Limited Free
40.730822,-73.884479,GuestWiFi,Limited Free
40.730489,-73.8842,GuestWiFi,Limited Free
40.728838,-73.883751,GuestWiFi,Limited Free
40.771442,-73.988109,GuestWiFi,Limited Free
40.771442,-73.988109,GuestWiFi,Limited Free
40.771442,-73.988109,GuestWiFi,Limited Free
40.771442,-73.988109,GuestWiFi,Limited Free
40.824131,-73.942464,GuestWiFi,Limited Free
40.824131,-73.942464,GuestWiFi,Limited Free
40.57622,-73.94552,GuestWiFi,Limited Free
40.824131,-73.942464,GuestWiFi,Limited Free
40.673349,-74.008235,GuestWiFi,Limited Free
40.673031,-74.00485,GuestWiFi,Limited Free
40.672969,-74.006915,GuestWiFi,Limited Free
40.672214,-74.004145,GuestWiFi,Limited Free
40.671167,-74.003688,GuestWiFi,Limited Free
40.672356,-74.004046,GuestWiFi,Limited Free
40.672413,-74.004303,GuestWiFi,Limited Free
40.672289,-74.003744,GuestWiFi,Limited Free
40.672515,-74.004648,GuestWiFi,Limited Free
40.672413,-74.004303,GuestWiFi,Limited Free
40.773542,-73.981774,GuestWiFi,Limited Free
40.586556,-73.799894,GuestWiFi,Limited Free
40.586541,-73.799973,GuestWiFi,Limited Free
40.584669,-73.811051,GuestWiFi,Limited Free
40.584551,-73.811003,GuestWiFi,Limited Free
40.584614,-73.810694,GuestWiFi,Limited Free
40.584727,-73.810683,GuestWiFi,Limited Free
40.584485,-73.811217,GuestWiFi,Limited Free
40.58305,-73.817686,GuestWiFi,Limited Free
40.582914,-73.817877,GuestWiFi,Limited Free
40.582824,-73.817578,GuestWiFi,Limited Free
40.582957,-73.817185,GuestWiFi,Limited Free
40.583099,-73.816689,GuestWiFi,Limited Free
40.580559,-73.826296,GuestWiFi,Limited Free
40.580467,-73.826272,GuestWiFi,Limited Free
40.580555,-73.825958,GuestWiFi,Limited Free
40.580704,-73.825969,GuestWiFi,Limited Free
40.580352,-73.826621,GuestWiFi,Limited Free
40.579986,-73.829855,GuestWiFi,Limited Free
40.672583,-74.005544,GuestWiFi,Limited Free
40.757418,-73.965084,GuestWiFi,Limited Free
40.757418,-73.965084,GuestWiFi,Limited Free
40.731675,-73.865607,GuestWiFi,Limited Free
40.718812,-73.88536,GuestWiFi,Limited Free
40.720231,-73.877806,GuestWiFi,Limited Free
40.720598,-73.877337,GuestWiFi,Limited Free
40.721026,-73.877935,GuestWiFi,Limited Free
40.71921,-73.885335,GuestWiFi,Limited Free
40.65068,-73.96846,GuestWiFi,Limited Free
40.720508,-73.884938,GuestWiFi,Limited Free
40.718224,-73.882524,GuestWiFi,Limited Free
40.7197,-73.877119,GuestWiFi,Limited Free
40.685616,-73.852882,GuestWiFi,Limited Free
40.686245,-73.853854,GuestWiFi,Limited Free
40.687073,-73.853153,GuestWiFi,Limited Free
40.686889,-73.854035,GuestWiFi,Limited Free
40.732253,-73.865623,GuestWiFi,Limited Free
40.757418,-73.965084,GuestWiFi,Limited Free
40.732686,-73.865119,GuestWiFi,Limited Free
40.731675,-73.865607,GuestWiFi,Limited Free
40.731675,-73.865607,GuestWiFi,Limited Free
40.720079,-73.949511,GuestWiFi,Limited Free
40.720079,-73.949511,GuestWiFi,Limited Free
40.805013,-73.944909,GuestWiFi,Limited Free
40.80501,-73.944885,GuestWiFi,Limited Free
40.805013,-73.944909,GuestWiFi,Limited Free
40.805013,-73.944909,GuestWiFi,Limited Free
40.805013,-73.944909,GuestWiFi,Limited Free
40.805013,-73.944909,GuestWiFi,Limited Free
40.805013,-73.944909,GuestWiFi,Limited Free
40.805013,-73.944909,GuestWiFi,Limited Free
40.5761,-73.94698,GuestWiFi,Limited Free
40.57787,-73.9446,GuestWiFi,Limited Free
40.577878,-73.835788,GuestWiFi,Limited Free
40.74827,-74.002068,GuestWiFi,Limited Free
40.663256,-73.976164,GuestWiFi,Limited Free
40.663019,-73.976292,GuestWiFi,Limited Free
40.663094,-73.976292,GuestWiFi,Limited Free
40.663381,-73.976083,GuestWiFi,Limited Free
40.675979,-73.765364,GuestWiFi,Limited Free
40.679472,-73.770693,GuestWiFi,Limited Free
40.679963,-73.767752,GuestWiFi,Limited Free
40.785958,-73.985075,GuestWiFi,Limited Free
40.71025,-73.99798,GuestWiFi,Limited Free
40.71025,-73.99798,GuestWiFi,Limited Free
40.71025,-73.99798,GuestWiFi,Limited Free
40.71025,-73.99798,GuestWiFi,Limited Free
40.71025,-73.99798,GuestWiFi,Limited Free
40.71025,-73.99798,GuestWiFi,Limited Free
40.739154,-73.737718,GuestWiFi,Limited Free
40.739353,-73.736825,GuestWiFi,Limited Free
40.739547,-73.73592,GuestWiFi,Limited Free
40.739739,-73.735041,GuestWiFi,Limited Free
40.739909,-73.73458,GuestWiFi,Limited Free
40.740214,-73.734311,GuestWiFi,Limited Free
40.75797,-73.825241,GuestWiFi,Limited Free
40.75858,-73.825078,GuestWiFi,Limited Free
40.696675,-73.997656,GuestWiFi,Limited Free
40.696989,-73.997486,GuestWiFi,Limited Free
40.697344,-73.997333,GuestWiFi,Limited Free
40.697669,-73.997183,GuestWiFi,Limited Free
40.698103,-73.996944,GuestWiFi,Limited Free
40.696732,-73.990349,GuestWiFi,Limited Free
40.749908,-74.00089,GuestWiFi,Limited Free
40.74148,-73.98894,GuestWiFi,Limited Free
40.742492,-73.986906,GuestWiFi,Limited Free
40.741875,-73.987364,GuestWiFi,Limited Free
40.74366,-73.81396,GuestWiFi,Limited Free
40.769652,-73.807508,GuestWiFi,Limited Free
40.769536,-73.805968,GuestWiFi,Limited Free
40.770532,-73.805507,GuestWiFi,Limited Free
40.754447,-73.984222,GuestWiFi,Limited Free
40.754317,-73.983094,GuestWiFi,Limited Free
40.753164,-73.983964,GuestWiFi,Limited Free
40.753689,-73.984769,GuestWiFi,Limited Free
40.752776,-73.98164,GuestWiFi,Limited Free
40.68063,-73.995382,GuestWiFi,Limited Free
40.68063,-73.995382,GuestWiFi,Limited Free
40.75141,-73.82472,GuestWiFi,Limited Free
40.75014,-73.82284,GuestWiFi,Limited Free
40.7437,-73.81732,GuestWiFi,Limited Free
40.74549,-73.81357,GuestWiFi,Limited Free
40.7411,-73.987914,GuestWiFi,Limited Free
40.74243,-73.81151,GuestWiFi,Limited Free
40.74849,-73.82121,GuestWiFi,Limited Free
40.74381,-73.80419,GuestWiFi,Limited Free
40.74191,-73.80816,GuestWiFi,Limited Free
40.74589,-73.80342,GuestWiFi,Limited Free
40.74726,-73.80286,GuestWiFi,Limited Free
40.74914,-73.8027,GuestWiFi,Limited Free
40.75,-73.80506,GuestWiFi,Limited Free
40.75017,-73.80719,GuestWiFi,Limited Free
40.74761,-73.8117,GuestWiFi,Limited Free
40.74756,-73.81815,GuestWiFi,Limited Free
40.742378,-73.988692,GuestWiFi,Limited Free
40.7431,-73.9883,GuestWiFi,Limited Free
40.749783,-74.000711,GuestWiFi,Limited Free
40.74827,-74.002068,GuestWiFi,Limited Free
40.57811,-73.94273,GuestWiFi,Limited Free
40.74827,-74.002068,GuestWiFi,Limited Free
40.710818,-73.835528,GuestWiFi,Limited Free
40.709773,-73.835599,GuestWiFi,Limited Free
40.710688,-73.835515,GuestWiFi,Limited Free
40.639278,-74.032091,GuestWiFi,Limited Free
40.639231,-74.031933,GuestWiFi,Limited Free
40.639292,-74.031896,GuestWiFi,Limited Free
40.658662,-73.88777,GuestWiFi,Limited Free
40.658148,-73.88744,GuestWiFi,Limited Free
40.658385,-73.887583,GuestWiFi,Limited Free
40.825696,-73.927311,GuestWiFi,Limited Free
40.825815,-73.927731,GuestWiFi,Limited Free
40.825947,-73.928134,GuestWiFi,Limited Free
40.826103,-73.928537,GuestWiFi,Limited Free
40.826378,-73.929249,GuestWiFi,Limited Free
40.826567,-73.926762,GuestWiFi,Limited Free
40.82707,-73.926461,GuestWiFi,Limited Free
40.827868,-73.926903,GuestWiFi,Limited Free
40.828149,-73.927457,GuestWiFi,Limited Free
40.827902,-73.928356,GuestWiFi,Limited Free
40.827799,-73.928565,GuestWiFi,Limited Free
40.827552,-73.929158,GuestWiFi,Limited Free
40.57776,-73.94556,GuestWiFi,Limited Free
40.57798,-73.94355,GuestWiFi,Limited Free
40.57696,-73.94359,GuestWiFi,Limited Free
40.57687,-73.94459,GuestWiFi,Limited Free
40.57817,-73.94182,GuestWiFi,Limited Free
40.57829,-73.94091,GuestWiFi,Limited Free
40.57843,-73.93907,GuestWiFi,Limited Free
40.57838,-73.93992,GuestWiFi,Limited Free
40.579986,-74.075899,GuestWiFi,Limited Free
40.579581,-74.076359,GuestWiFi,Limited Free
40.578631,-74.076801,GuestWiFi,Limited Free
40.62638,-74.01579,GuestWiFi,Limited Free
40.74827,-74.002068,GuestWiFi,Limited Free
40.74827,-74.002068,GuestWiFi,Limited Free
40.712307,-74.006961,GuestWiFi,Limited Free
40.70935,-74.009903,GuestWiFi,Limited Free
40.618064,-74.108186,GuestWiFi,Limited Free
40.61775,-74.108185,GuestWiFi,Limited Free
40.61775,-74.108185,GuestWiFi,Limited Free
40.720079,-73.949511,GuestWiFi,Limited Free
40.720079,-73.949511,GuestWiFi,Limited Free
40.720079,-73.949511,GuestWiFi,Limited Free
40.625004,-74.017875,GuestWiFi,Limited Free
40.625313,-74.017344,GuestWiFi,Limited Free
40.62588,-74.016509,GuestWiFi,Limited Free
40.626553,-74.016787,GuestWiFi,Limited Free
40.577772,-74.077993,GuestWiFi,Limited Free
40.715088,-73.960502,GuestWiFi,Limited Free
40.715088,-73.960502,GuestWiFi,Limited Free
40.568366,-74.090642,GuestWiFi,Limited Free
40.569365,-74.08949,GuestWiFi,Limited Free
40.570195,-74.088547,GuestWiFi,Limited Free
